id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID12399,47,0,3,17139.5,1,2,0,1,0,1,1
ID12400,24,0,3,13667.7,0,0,1,0,0,1,1
ID12401,19,0,3,8162.42,0,1,0,0,0,0,1
ID12402,37,0,2,15349.6,0,0,1,0,1,1,1
ID12403,45,0,2,29231.4,0,0,1,0,1,1,1
ID12404,49,1,0,41462.3,0,3,1,0,0,0,1
ID12405,67,0,0,57398.1,1,3,1,0,0,1,0
ID12406,35,0,0,11520.8,0,0,1,1,0,1,1
ID12407,63,1,3,52117.3,1,2,0,0,0,1,0
ID12408,38,1,0,26281.4,1,0,0,0,0,1,0
ID12409,48,1,2,25683.4,1,2,0,0,0,1,1
ID12410,28,0,3,11920.7,1,1,1,0,0,1,1
ID12411,46,1,2,30658.7,0,0,1,0,0,1,1
ID12412,66,1,3,36646.4,1,1,1,0,0,1,0
ID12413,61,0,2,30760.4,1,2,0,1,0,1,0
ID12414,18,0,0,16109.9,1,2,0,0,0,1,1
ID12415,54,0,2,18036.7,0,0,0,0,1,1,1
ID12416,45,1,0,42628.3,1,0,0,0,0,0,1
ID12417,60,1,3,22110.1,1,2,0,0,0,1,1
ID12418,45,0,2,37689.1,1,1,1,0,0,0,0
ID12419,31,0,3,23171.8,1,2,1,0,1,1,1
ID12420,39,1,1,21951.3,1,0,0,0,0,0,1
ID12421,53,1,3,38103.4,1,2,0,0,0,1,0
ID12422,35,1,0,22882.9,0,0,0,1,1,0,0
ID12423,25,0,2,11043.7,0,1,0,0,1,0,1
ID12424,32,1,2,24027.6,1,0,1,0,0,1,0
ID12425,36,1,1,28495.1,0,0,1,0,0,1,1
ID12426,24,0,2,9465.21,1,0,1,1,0,1,0
ID12427,39,1,3,34852.3,0,1,1,0,1,0,0
ID12428,24,1,3,21268.4,0,0,1,1,0,0,0
ID12429,57,0,0,50849.2,1,1,1,0,1,0,0
ID12430,27,0,2,18555.9,0,3,1,1,0,1,1
ID12431,66,0,0,52769.9,0,3,0,0,0,1,0
ID12432,18,0,3,11601.4,0,2,1,0,0,0,1
ID12433,33,0,2,29541.7,0,0,1,0,1,1,1
ID12434,48,1,1,17861.0,0,2,1,0,0,1,1
ID12435,23,0,1,21042.0,0,1,1,1,0,1,0
ID12436,44,1,2,26688.1,0,1,1,0,1,0,0
ID12437,39,1,3,26900.6,0,2,1,1,1,0,1
ID12438,65,1,3,38080.9,0,1,0,0,1,0,1
ID12439,60,1,1,37554.1,0,2,0,0,0,0,0
ID12440,20,1,3,18184.6,0,0,1,1,0,0,0
ID12441,45,0,1,28864.9,0,0,1,0,0,1,1
ID12442,66,1,0,48346.1,0,1,0,0,1,1,0
ID12443,64,1,3,53104.3,0,0,0,0,0,1,1
ID12444,51,0,3,19416.8,0,0,1,0,0,1,1
ID12445,34,1,0,23638.1,0,2,0,0,0,1,1
ID12446,65,0,2,42378.2,0,1,1,0,0,1,0
ID12447,50,1,0,39745.3,0,0,0,0,1,0,1
ID12448,66,0,3,45189.8,0,0,1,0,1,1,1
ID12449,63,1,3,37930.9,0,0,1,0,1,0,1
ID12450,53,0,3,24042.0,1,1,1,1,0,1,0
ID12451,33,0,3,31207.1,1,0,0,1,0,0,0
ID12452,38,1,2,24424.3,0,0,1,0,0,0,1
ID12453,56,0,0,24607.8,1,1,1,0,0,0,1
ID12454,48,1,2,43057.0,1,1,0,0,0,1,0
ID12455,49,0,1,30198.5,0,0,0,1,0,0,0
ID12456,54,0,0,50186.1,0,2,1,0,0,0,0
ID12457,41,0,1,22916.1,0,0,1,1,0,1,1
ID12458,19,1,0,9592.73,1,0,1,0,0,1,0
ID12459,52,0,3,34253.6,1,3,0,1,0,1,1
ID12460,52,0,3,22792.3,0,1,0,0,1,1,0
ID12461,64,0,2,51620.8,1,2,0,0,0,1,0
ID12462,56,1,2,19918.9,0,3,1,0,0,0,1
ID12463,56,1,2,29625.1,0,2,1,1,0,1,1
ID12464,19,0,2,12549.0,0,0,1,0,0,1,1
ID12465,56,0,2,51299.3,0,1,0,0,1,1,0
ID12466,27,1,3,17364.8,0,2,0,0,1,1,0
ID12467,59,0,3,29866.9,1,1,0,1,0,1,0
ID12468,56,1,3,47750.2,0,0,0,0,0,0,1
ID12469,21,1,2,11281.5,0,0,1,0,0,0,1
ID12470,64,1,3,34073.8,0,3,1,0,1,0,1
ID12471,62,1,3,46870.4,0,0,1,0,0,1,1
ID12472,44,0,3,38453.7,1,2,1,0,0,1,0
ID12473,24,0,3,7756.36,1,0,1,1,1,1,0
ID12474,52,0,3,28413.8,0,0,1,1,0,1,1
ID12475,67,0,1,47198.6,0,2,1,0,0,1,0
ID12476,41,1,3,20866.3,0,0,0,0,0,1,1
ID12477,58,0,2,33204.3,1,1,1,1,1,0,0
ID12478,40,1,3,24823.5,1,2,1,1,0,1,1
ID12479,19,1,1,17986.8,0,0,1,1,0,0,0
ID12480,20,0,3,9909.82,0,3,1,1,0,1,1
ID12481,56,0,2,26542.8,1,0,0,0,0,1,0
ID12482,46,0,3,32583.5,0,2,0,0,0,1,1
ID12483,30,1,3,14606.6,0,1,1,1,0,1,1
ID12484,40,0,2,34836.8,0,1,0,0,0,1,0
ID12485,36,0,2,26920.8,0,0,1,1,0,1,1
ID12486,57,0,3,38248.3,1,3,0,1,0,0,1
ID12487,49,1,3,15689.1,1,0,1,1,0,1,1
ID12488,61,1,3,30157.7,1,1,0,1,1,1,0
ID12489,29,1,3,14642.2,1,0,0,1,0,1,0
ID12490,48,0,3,15933.3,0,0,1,0,1,1,1
ID12491,56,0,3,44288.3,0,0,1,0,0,1,1
ID12492,40,1,2,22197.1,1,0,0,1,0,1,0
ID12493,58,0,2,38248.3,0,3,0,0,1,1,1
ID12494,60,0,3,22053.2,0,2,0,0,1,0,1
ID12495,58,0,1,25468.5,1,0,0,1,1,0,0
ID12496,67,0,2,23485.9,0,3,0,1,1,0,1
ID12497,40,1,0,25768.6,0,0,0,0,1,1,1
ID12498,48,1,3,34182.2,0,2,1,0,0,1,0
ID12499,64,0,3,57444.5,1,1,1,0,0,1,0
ID12500,43,1,2,38059.8,0,0,0,0,1,0,1
ID12501,34,0,0,19481.3,1,0,1,1,0,0,0
ID12502,26,1,0,19563.8,1,3,0,1,1,0,1
ID12503,48,1,3,38598.4,0,0,0,1,0,1,1
ID12504,35,1,3,20754.3,1,0,1,1,1,0,0
ID12505,24,0,3,13864.6,0,3,1,0,0,1,0
ID12506,47,1,1,36599.0,0,3,0,0,0,1,0
ID12507,52,1,1,45856.1,1,1,1,0,0,1,0
ID12508,31,1,1,22362.3,1,0,1,0,0,1,0
ID12509,41,0,1,21984.0,0,1,0,1,1,1,0
ID12510,23,1,1,11073.0,0,2,1,0,1,1,1
ID12511,27,0,3,18158.5,1,1,0,1,0,0,0
ID12512,22,1,3,7304.2,1,0,0,0,0,0,1
ID12513,67,0,3,58092.0,1,2,0,0,0,1,0
ID12514,26,0,3,16518.6,0,0,0,1,0,1,0
ID12515,58,0,1,46461.5,0,0,1,0,0,1,1
ID12516,27,1,0,20058.7,0,0,1,0,0,0,1
ID12517,36,1,3,12533.2,1,1,1,0,1,0,1
ID12518,31,1,0,22848.5,0,1,0,1,1,1,0
ID12519,28,0,2,25699.4,0,2,0,0,1,1,0
ID12520,57,1,2,21612.6,0,0,1,0,0,0,1
ID12521,64,1,3,48950.9,0,0,0,0,0,0,1
ID12522,49,1,3,41438.0,1,1,1,0,1,1,0
ID12523,22,1,3,11411.0,0,1,0,1,0,1,1
ID12524,58,0,3,43940.6,0,0,0,0,0,1,1
ID12525,20,1,2,17239.5,1,1,0,1,0,1,0
ID12526,44,0,0,30488.7,0,0,1,0,0,1,1
ID12527,65,0,2,29866.3,0,3,1,0,1,1,1
ID12528,53,0,3,32184.4,0,2,0,1,1,1,0
ID12529,34,0,3,17308.7,0,1,0,1,0,0,0
ID12530,35,1,0,27863.9,1,2,1,0,0,0,1
ID12531,48,1,2,28920.6,0,0,1,0,1,0,1
ID12532,64,0,2,58367.3,0,1,0,0,0,1,0
ID12533,46,1,2,16849.3,1,0,0,0,0,0,1
ID12534,42,0,0,28138.5,0,0,1,1,0,0,0
ID12535,47,1,3,23038.2,0,0,0,0,1,1,1
ID12536,23,1,2,11736.9,1,2,0,0,0,0,1
ID12537,35,1,3,16479.5,0,0,0,1,1,0,0
ID12538,64,0,3,31415.7,1,1,0,0,1,0,0
ID12539,18,0,1,12117.3,0,1,1,1,0,1,1
ID12540,19,1,3,15417.1,0,1,0,1,0,1,1
ID12541,40,1,3,29414.6,0,1,1,0,1,0,0
ID12542,47,1,3,44682.1,0,0,0,0,0,1,1
ID12543,43,0,0,36281.0,0,0,0,0,0,1,1
ID12544,38,1,2,33302.8,1,0,0,1,0,0,0
ID12545,21,0,0,15797.1,0,0,1,0,0,1,0
ID12546,40,1,0,31864.8,0,0,0,0,0,1,1
ID12547,52,0,2,43719.5,0,0,1,0,0,1,1
ID12548,35,0,2,30799.5,0,2,1,1,0,1,0
ID12549,53,1,0,48971.6,0,3,0,0,1,1,0
ID12550,38,0,0,34061.4,1,0,0,0,0,1,0
ID12551,42,1,3,28938.6,0,3,0,1,1,1,1
ID12552,43,1,2,38540.0,1,0,0,0,1,0,1
ID12553,59,0,3,27045.1,1,0,1,1,0,1,0
ID12554,59,0,0,51284.3,1,0,0,0,0,0,1
ID12555,24,1,3,16352.2,1,0,1,0,0,0,1
ID12556,27,0,3,11866.4,0,0,0,0,0,1,1
ID12557,32,0,2,13267.6,0,0,0,0,0,0,1
ID12558,65,0,3,61554.6,0,0,1,0,0,1,1
ID12559,18,1,1,13700.2,1,1,1,0,0,1,1
ID12560,66,1,2,46963.9,0,1,1,0,0,1,0
ID12561,41,1,3,23475.6,0,0,0,1,0,0,0
ID12562,64,0,1,24554.1,0,0,0,0,1,0,1
ID12563,23,0,3,18050.0,0,0,0,1,0,0,0
ID12564,29,0,0,15237.6,0,2,0,1,0,1,1
ID12565,28,1,2,20555.0,1,0,0,0,0,1,0
ID12566,57,0,2,28421.7,0,2,0,0,0,0,1
ID12567,38,1,3,21876.5,0,0,1,1,0,1,1
ID12568,34,0,1,12810.2,1,3,1,0,0,1,0
ID12569,43,1,1,15109.4,0,0,1,1,0,1,0
ID12570,63,1,2,37414.7,1,3,0,0,0,1,1
ID12571,62,0,3,41521.6,0,0,1,0,0,0,1
ID12572,51,0,3,25372.8,0,0,0,0,0,1,1
ID12573,61,1,3,21139.8,0,2,0,0,1,1,1
ID12574,41,0,2,27757.6,1,0,1,0,0,1,0
ID12575,31,0,2,22678.1,1,1,0,0,0,0,0
ID12576,33,0,2,12178.5,0,2,1,0,0,0,1
ID12577,43,1,0,26106.7,1,1,1,1,0,1,0
ID12578,40,1,3,27417.6,0,0,1,0,0,0,1
ID12579,47,1,2,23337.2,0,2,1,0,0,0,1
ID12580,46,1,2,43395.5,1,1,0,0,0,1,0
ID12581,30,1,0,11536.2,0,2,1,1,0,0,1
ID12582,47,1,3,44658.6,1,2,0,0,0,1,0
ID12583,44,1,0,32762.5,1,0,1,0,0,0,1
ID12584,23,1,0,16403.8,0,0,0,0,1,1,1
ID12585,28,0,3,21184.7,0,1,0,0,0,1,0
ID12586,64,0,3,49917.3,0,0,0,0,0,0,1
ID12587,35,0,2,21623.8,0,0,1,0,1,0,1
ID12588,19,1,0,16625.9,0,1,1,1,0,1,0
ID12589,27,0,2,14014.5,0,3,1,0,1,1,1
ID12590,27,1,3,20409.3,0,2,1,0,1,1,0
ID12591,58,0,3,31671.3,0,1,0,0,1,0,0
ID12592,46,0,2,17149.2,1,1,0,0,0,1,0
ID12593,61,0,2,27756.3,0,0,0,0,1,0,0
ID12594,59,1,3,40949.9,1,0,1,0,0,1,0
ID12595,47,0,0,43743.2,0,3,1,0,0,1,1
ID12596,44,1,3,38459.9,0,0,1,1,1,0,0
ID12597,50,1,2,40972.9,1,2,0,0,0,0,0
ID12598,64,1,3,46587.9,1,0,1,0,0,1,0
ID12599,51,0,2,43799.6,1,0,1,0,0,0,1
ID12600,46,0,2,18912.2,0,0,0,1,0,1,0
ID12601,39,0,3,27765.8,0,3,0,0,1,1,1
ID12602,58,0,3,33007.3,1,1,0,1,0,1,0
ID12603,32,0,2,26325.3,0,0,0,1,1,1,1
ID12604,22,0,3,15308.2,1,0,0,0,0,0,1
ID12605,63,0,3,59805.6,0,1,0,0,0,1,0
ID12606,35,0,2,28658.3,0,0,0,0,0,1,1
ID12607,59,0,3,23175.0,0,0,1,1,1,0,0
ID12608,22,0,1,11595.4,1,0,0,0,0,1,0
ID12609,60,1,1,50409.9,1,2,1,0,0,0,0
ID12610,23,0,0,11215.3,0,2,0,0,0,1,0
ID12611,29,0,2,13327.8,0,0,1,0,1,1,1
ID12612,44,1,3,16088.8,0,3,1,0,0,1,1
ID12613,63,0,2,43943.0,0,0,0,0,0,0,1
ID12614,25,0,0,14505.3,1,3,1,0,0,1,1
ID12615,37,1,3,33886.4,1,0,0,0,1,1,0
ID12616,48,0,3,16662.5,0,1,1,0,0,1,0
ID12617,35,0,2,20262.6,1,0,1,0,1,1,0
ID12618,51,1,2,33615.4,0,1,1,0,1,0,0
ID12619,27,0,2,22007.1,1,3,1,1,0,1,1
ID12620,56,0,3,28981.1,0,3,0,0,0,0,1
ID12621,38,0,3,12163.9,0,2,0,1,0,1,0
ID12622,36,0,2,17247.7,0,2,0,0,0,1,1
ID12623,27,1,1,12683.6,1,3,1,0,0,0,1
ID12624,34,0,2,16291.0,0,0,0,0,1,0,1
ID12625,44,1,1,18707.3,0,0,0,0,0,0,0
ID12626,43,0,3,19326.9,0,1,1,1,0,1,0
ID12627,32,1,3,14511.8,1,2,1,0,1,0,1
ID12628,21,0,2,10672.0,1,1,1,0,0,0,1
ID12629,30,0,3,25830.5,0,2,1,1,0,1,1
ID12630,55,1,0,43499.5,0,1,0,0,0,1,1
ID12631,64,1,1,59175.1,0,1,1,0,0,1,0
ID12632,36,0,3,27642.9,1,1,0,1,1,1,0
ID12633,59,1,3,30067.5,1,1,1,0,0,1,0
ID12634,60,1,3,29714.4,0,0,0,1,0,0,0
ID12635,27,0,2,13950.4,1,1,0,0,0,0,1
ID12636,29,1,3,10072.6,0,0,1,1,0,1,1
ID12637,53,0,3,37850.6,1,1,1,0,0,1,0
ID12638,61,0,0,57176.4,1,2,1,0,0,1,0
ID12639,43,0,3,38784.0,0,0,1,0,0,1,1
ID12640,19,1,3,10191.8,0,0,1,0,0,0,0
ID12641,48,0,3,21821.4,0,1,0,0,1,0,0
ID12642,39,1,0,37389.0,0,2,1,0,0,1,0
ID12643,32,1,3,14627.9,0,2,0,0,0,1,1
ID12644,63,1,1,48770.5,0,1,0,0,1,0,0
ID12645,46,1,0,21096.2,0,1,0,0,0,1,0
ID12646,40,1,3,36256.9,1,0,1,1,0,0,0
ID12647,27,0,3,15281.8,1,0,0,1,1,0,0
ID12648,22,1,1,9316.98,0,2,0,0,0,1,1
ID12649,42,1,0,20736.2,0,1,0,0,0,1,0
ID12650,58,0,2,52662.5,0,1,0,0,0,0,0
ID12651,23,0,3,8020.19,0,1,0,1,0,1,1
ID12652,58,1,1,32245.4,0,3,1,1,1,1,1
ID12653,45,1,3,41107.2,0,2,0,0,0,1,1
ID12654,49,0,1,39358.3,0,0,0,1,1,0,1
ID12655,67,0,3,36095.9,0,3,0,0,0,1,1
ID12656,20,0,2,7723.93,0,2,0,0,0,1,1
ID12657,43,0,0,18565.8,0,1,0,0,0,0,0
ID12658,41,1,0,25132.9,0,0,1,1,0,1,1
ID12659,38,0,1,31290.6,0,0,1,0,0,1,1
ID12660,67,0,1,24858.4,0,0,1,1,0,0,0
ID12661,40,1,3,16398.8,1,1,1,0,0,1,0
ID12662,25,0,1,23287.9,1,0,1,1,0,0,0
ID12663,57,0,0,50897.6,0,0,1,0,0,1,1
ID12664,32,0,3,22446.5,1,1,1,1,0,0,0
ID12665,44,1,1,23092.1,0,0,0,1,0,0,0
ID12666,30,1,2,24867.6,0,0,0,0,1,1,1
ID12667,43,1,2,22234.7,0,0,1,1,0,0,1
ID12668,19,0,3,17371.1,0,2,0,0,0,1,1
ID12669,37,0,2,29574.0,0,0,0,0,0,1,1
ID12670,49,1,3,17944.2,1,1,0,0,0,0,0
ID12671,49,0,0,33665.5,1,3,0,1,0,1,1
ID12672,40,1,3,36166.2,0,0,1,1,1,1,1
ID12673,33,0,1,27712.9,1,2,1,0,0,1,0
ID12674,39,1,2,22400.7,0,2,0,0,0,1,1
ID12675,43,0,3,28469.9,0,0,0,0,0,1,1
ID12676,37,1,2,30488.0,0,0,1,0,0,0,1
ID12677,24,0,2,19160.3,0,1,0,0,0,1,0
ID12678,62,1,2,45342.5,0,0,0,0,1,1,0
ID12679,18,1,3,6294.21,1,0,1,0,0,0,1
ID12680,47,0,2,25127.7,0,0,0,1,1,1,1
ID12681,63,1,1,51879.3,0,2,0,0,1,0,0
ID12682,20,1,2,12644.9,0,2,0,1,0,0,1
ID12683,46,0,2,21984.4,1,3,1,0,1,1,1
ID12684,47,0,0,29093.1,1,2,0,0,0,1,1
ID12685,33,1,2,23528.4,0,1,1,0,0,0,0
ID12686,20,1,2,9516.91,1,3,0,0,0,1,1
ID12687,20,1,3,18364.9,0,1,1,1,0,1,0
ID12688,43,0,2,31273.8,1,1,0,0,1,1,0
ID12689,58,1,0,49673.6,0,0,1,0,0,1,1
ID12690,29,1,1,12623.4,0,1,0,0,0,1,1
ID12691,25,1,3,23818.6,0,0,1,1,1,1,1
ID12692,40,0,3,31473.9,1,2,1,0,0,0,0
ID12693,48,1,2,20268.0,0,0,1,0,0,1,1
ID12694,65,1,1,51417.0,0,2,1,0,0,1,0
ID12695,59,0,0,30971.8,0,3,0,0,0,0,1
ID12696,61,0,3,47025.0,1,2,0,0,0,0,1
ID12697,30,0,3,9672.25,0,0,0,0,0,1,1
ID12698,31,0,2,15976.3,0,0,0,0,1,1,0
ID12699,29,1,3,14711.8,0,0,1,0,1,0,1
ID12700,38,1,2,26671.6,1,0,0,1,0,0,0
